subcatch_id,area,imperv_percent,depress_stor_perv,depress_stor_imperv,hrtn_init, hrtn_decay, hrtn_final,storm_id,total_rain,time,area_acre,imp_area,perv_area,imp_vol,infil,per_vol,runoff
WQ110,0.125149,6.09,0.35,0.1,4.151917326,0.034503556,22.03967857,4/21/1998-13:58:26,0.2,1255.2,80.09536,4.877807424,75.217552576,0.0406483952,7.54049226222,0.0,0.0406483952
WQ110,0.125149,6.09,0.35,0.1,4.151917326,0.034503556,22.03967857,4/26/1998-0:35:51,0.86,22159.8,80.09536,4.877807424,75.217552576,0.30892780352,135.521232438,0.0,0.30892780352
WQ110,0.125149,6.09,0.35,0.1,4.151917326,0.034503556,22.03967857,5/6/1998-13:31:02,0.12,1233.0,80.09536,4.877807424,75.217552576,0.00812967904,7.40458091104,0.0,0.00812967904
WQ110,0.125149,6.09,0.35,0.1,4.151917326,0.034503556,22.03967857,5/7/1998-0:44:11,0.43,12076.2,80.09536,4.877807424,75.217552576,0.13413970416,73.7880927639,0.0,0.13413970416
WQ110,0.125149,6.09,0.35,0.1,4.151917326,0.034503556,22.03967857,5/8/1998-17:25:59,0.55,17863.2,80.09536,4.877807424,75.217552576,0.1829177784,109.216876065,0.0,0.1829177784
WQ110,0.125149,6.09,0.35,0.1,4.151917326,0.034503556,22.03967857,6/5/1998-7:39:52,0.31,27268.2,80.09536,4.877807424,75.217552576,0.08536162992,166.795536329,0.0,0.08536162992
WQ110,0.125149,6.09,0.35,0.1,4.151917326,0.034503556,22.03967857,6/17/1998-11:04:21,0.12,1135.2,80.09536,4.877807424,75.217552576,0.00812967904,6.80583630989,0.0,0.00812967904
WQ110,0.125149,6.09,0.35,0.1,4.151917326,0.034503556,22.03967857,7/8/1998-21:14:21,0.48,7672.8,80.09536,4.877807424,75.217552576,0.15446390176,46.829892593,0.0,0.15446390176
WQ110,0.125149,6.09,0.35,0.1,4.151917326,0.034503556,22.03967857,7/22/1998-18:00:22,0.86,4075.2,80.09536,4.877807424,75.217552576,0.30892780352,24.8049071421,0.0,0.30892780352
WQ110,0.125149,6.09,0.35,0.1,4.151917326,0.034503556,22.03967857,7/24/1998-20:30:14,0.51,10243.8,80.09536,4.877807424,75.217552576,0.16665842032,62.5698963718,0.0,0.16665842032
