402,402,100,0.160570583,0.348247939,0.803596156,0.011537649,40.3664,0.35,0.1,3,0.0018,0.5,0
403,403,100,0.113121007,0.496149106,0.944622566,0.011826383,40.92,0.35,0.1,3,0.0018,0.5,0
404,404,100,0.202583156,0.501337735,1.064248309,0.014901307,42.9311,0.35,0.1,3,0.0018,0.5,0
500,500,100,0.125077841,0.315865441,0.676247407,0.023611745,58.3695,0.35,0.1,3,0.0018,0.5,0
501,501,100,0.156755127,0.244747378,0.780128454,0.019290595,46.9485,0.35,0.1,3,0.0018,0.5,0
502,502,100,0.123380046,0.268215061,0.64825363,0.021428699,44.8113,0.35,0.1,3,0.0018,0.5,0
503,503,100,0.161035282,0.475158177,0.94917651,0.027881704,38.9723,0.35,0.1,3,0.0018,0.5,0
504,504,100,0.073535718,0.37221917,0.875846591,0.028062971,54.4959,0.35,0.1,3,0.0018,0.5,0
505,505,100,0.163704895,0.478834779,0.967976845,0.021682769,54.8634,0.35,0.1,3,0.0018,0.5,0
601,601,100,0.130975254,0.20815694,0.699422564,0.025119905,49.6881,0.35,0.1,3,0.0018,0.5,0
602,602,100,0.073691745,0.305840863,0.653817223,0.028585802,46.7229,0.35,0.1,3,0.0018,0.5,0
603,603,100,0.143730611,0.396979768,0.852697219,0.021544933,48.2133,0.35,0.1,3,0.0018,0.5,0
604,604,100,0.105944034,0.196507702,0.520837593,0.022180231,57.5184,0.35,0.1,3,0.0018,0.5,0
605,605,100,0.139080327,0.756016933,0.757356147,0.007920997,57.2525,0.35,0.1,3.014301022,0.001792134,0.503575256,0
606,606,100,0.118235246,0.497181785,1.035905444,0.013418319,59.5914,0.35,0.1,3,0.0018,0.5,0
607,607,100,0.155895334,0.461979331,1.022255604,0.021483613,39.8959,0.35,0.1,3,0.0018,0.5,0
608,608,100,0.1503724,0.176823319,0.687000724,0.02403982,43.6356,0.35,0.1,3,0.0018,0.5,0
609,609,100,0.155439041,0.520501205,0.852883207,0.014390625,56.865,0.35,0.1,3,0.0018,0.5,0
801,801,100,0.091787602,0.389494488,0.821634816,0.006741815,3.98705,0.35,0.1,3,0.0018,0.5,0
802,802,100,0.090792397,0.432729898,0.680854223,0.015866345,52.8362,0.35,0.1,3,0.0018,0.5,0
804,804,100,0.155629112,0.291726801,1.061733406,0.017824682,45.135,0.35,0.1,3,0.0018,0.5,0
806,806,100,0.166527177,0.416922879,1.032970247,0.013570951,41.3376,0.35,0.1,3,0.0018,0.5,0
840,840,100,0.149138578,0.353128912,0.908542457,0.016035675,30.9053,0.35,0.1,3,0.0018,0.5,0
841,841,100,0.077198463,0.372314663,0.792759746,0.018715048,52.3229,0.35,0.1,3,0.0018,0.5,0
842,842,100,0.114661094,0.361471953,0.891238979,0.010960886,44.031,0.35,0.1,3,0.0018,0.5,0
845,845,100,0.195204424,0.645200114,1.238420374,0.01433598,41.1191,0.35,0.1,3,0.0018,0.5,0
846,846,100,0.147442859,0.606338907,1.079421853,0.010543371,36.9583,0.35,0.1,3,0.0018,0.5,0
860,860,100,0.110635639,0.435828797,0.719007385,0.026615371,46.6375,0.35,0.1,3.336210255,0.001615084,0.584052564,0
861,861,100,0.112607041,0.538620444,1.141065382,0.014239586,64.3711,0.35,0.1,3.554375748,0.001495093,0.638593937,0
862,862,100,0.167287246,0.512881194,0.950786976,0.021984816,37.8102,0.35,0.1,3,0.0018,0.5,0
867,867,100,0.085102243,0.340009779,0.797852335,0.006621827,52.0986,0.35,0.1,3,0.0018,0.5,0
870,870,100,0.055681111,0.284991172,0.458500122,0.029761413,39.3757,0.35,0.1,3,0.0018,0.5,0
871,871,100,0.085214608,0.152986544,0.486691,0.017163854,46.3333,0.35,0.1,3,0.0018,0.5,0
875,875,100,0.110812484,0.289295696,0.988670624,0.01039844,34.1183,0.35,0.1,3,0.0018,0.5,0
880,880,100,0.094856668,0.254692736,0.61378131,0.022289898,51.004,0.35,0.1,3,0.0018,0.5,0
881,881,100,0.123881187,0.476497418,1.010270179,0.016388125,58.8406,0.35,0.1,3,0.0018,0.5,0
