101,101,100,0.189215905,0.544121218,1.307225261,0.009923408,9.35296,0.35,0.1,3.125079062,0.001731207,0.531269766,0
102,102,100,0.117193797,0.523466124,1.23998294,0.013106928,3.72574,0.35,0.1,3.063732435,0.001764947,0.515933109,0
103,103,100,0.172989368,0.69347048,1.024190838,0.018543342,16.5618,0.35,0.1,3.257528382,0.001658359,0.564382096,0
104,104,100,0.196044161,0.42518703,1.362533236,0.012228588,20.4559,0.35,0.1,3.229239384,0.001673918,0.557309846,0
105,105,100,0.149754912,0.392313244,1.312709209,0.009405912,22.3226,0.35,0.1,3.064776424,0.001764373,0.516194106,0
107,107,100,0.112431661,0.685164368,0.9736163,0.016440296,36.2451,0.35,0.1,3,0.0018,0.5,0
109,109,100,0.172222389,0.258717463,0.82291158,0.016874268,16.9521,0.35,0.1,3,0.0018,0.5,0
110,110,100,0.1721654,0.444664759,1.231705334,0.012388118,34.2349,0.35,0.1,3,0.0018,0.5,0
111,111,100,0.169915615,0.299767014,0.801814237,0.025344196,28.287,0.35,0.1,3,0.0018,0.5,0
112,112,100,0.171819287,0.228502871,0.782964681,0.013231806,29.5161,0.35,0.1,3,0.0018,0.5,0
113,113,100,0.200914877,0.5237451,0.954734571,0.01963577,38.4488,0.35,0.1,3,0.0018,0.5,0
114,114,100,0.154627667,0.638033199,1.21788925,0.015541887,41.2709,0.35,0.1,3,0.0018,0.5,0
115,115,100,0.177134446,0.308689436,0.926437824,0.022761771,42.1957,0.35,0.1,3,0.0018,0.5,0
116,116,100,0.132176806,0.272563793,0.777921143,0.01768859,42.0392,0.35,0.1,3,0.0018,0.5,0
117,117,100,0.094026656,0.162579354,0.66323596,0.021490234,43.922,0.35,0.1,3,0.0018,0.5,0
118,118,100,0.137431724,0.71064705,0.920667559,0.025900541,37.9722,0.35,0.1,3,0.0018,0.5,0
119,119,100,0.202186282,0.382129808,0.932155698,0.016091574,77.4061,0.35,0.1,3,0.0018,0.5,0
120,120,100,0.165332652,0.134562442,0.693550503,0.015839237,45.7712,0.35,0.1,3,0.0018,0.5,0
121,121,100,0.183264665,0.437246715,0.941495988,0.019967762,37.8951,0.35,0.1,3,0.0018,0.5,0
122,122,100,0.167328886,0.693859092,1.035547929,0.017206361,36.7325,0.35,0.1,3,0.0018,0.5,0
200,200,100,0.197068903,0.534657912,1.108682804,0.02084641,34.6505,0.35,0.1,3.233469203,0.001671592,0.558367301,0
201,201,100,0.175072747,0.329700776,0.838163147,0.022594103,39.1762,0.35,0.1,3.001415979,0.001799221,0.500353995,0
202,202,100,0.146616325,0.514556955,0.912639024,0.018483362,22.1004,0.35,0.1,3,0.0018,0.5,0
203,203,100,0.064551835,0.362386065,0.656384985,0.014432119,40.3174,0.35,0.1,3,0.0018,0.5,0
300,300,100,0.044754006,0.188053671,0.44889483,0.023273328,26.0886,0.35,0.1,3,0.0018,0.5,0
301,301,100,0.116001703,0.271346195,0.909758636,0.016853311,50.0994,0.35,0.1,3,0.0018,0.5,0
400,400,100,0.198105798,0.513798528,1.174396019,0.017713466,10.9116,0.35,0.1,3,0.0018,0.5,0
401,401,100,0.126908387,0.592112497,1.007676617,0.013606677,37.8817,0.35,0.1,3,0.0018,0.5,0
